Cafe,Summary Style,Summary Similarity,Keyword Style,Keyword Similarity
훔볼트,캐주얼,0.9214131236076355,레트로,0.987677276134491
훔볼트,고프코어,0.9144958853721619,고프코어,0.9871565103530884
훔볼트,시티보이,0.9057657122612,미니멀,0.9858387112617493
훔볼트,로맨틱,0.9022517204284668,스포티,0.9837801456451416
훔볼트,레트로,0.9018520712852478,걸리시,0.9831192493438721
훔볼트,클래식,0.8848899006843567,스트릿,0.9783528447151184
훔볼트,시크,0.8756396770477295,캐주얼,0.9749927520751953
훔볼트,스포티,0.8725500702857971,클래식,0.974876880645752
훔볼트,스트릿,0.869213879108429,시크,0.9736151695251465
훔볼트,워크웨어,0.8673118352890015,워크웨어,0.966447114944458
키쿠키앤커피 성수,미니멀,0.9378783702850342,로맨틱,0.9869922399520874
키쿠키앤커피 성수,캐주얼,0.929621696472168,걸리시,0.985048770904541
키쿠키앤커피 성수,걸리시,0.9289050102233887,레트로,0.9848276376724243
키쿠키앤커피 성수,고프코어,0.9250744581222534,미니멀,0.9843234419822693
키쿠키앤커피 성수,시티보이,0.9150910377502441,시티보이,0.9843100309371948
키쿠키앤커피 성수,레트로,0.9131811857223511,고프코어,0.9841184616088867
키쿠키앤커피 성수,로맨틱,0.9112101197242737,캐주얼,0.9752568006515503
키쿠키앤커피 성수,클래식,0.8962658643722534,스포티,0.9749712347984314
키쿠키앤커피 성수,시크,0.8852992653846741,클래식,0.9734009504318237
키쿠키앤커피 성수,스포티,0.8809387683868408,스트릿,0.9730558395385742
키쿠키앤커피 성수,스트릿,0.8780333995819092,시크,0.972894549369812
키쿠키앤커피 성수,워크웨어,0.8708384037017822,워크웨어,0.9596089124679565
카페라샤워,미니멀,0.9500656127929688,걸리시,0.984370231628418
카페라샤워,걸리시,0.9410839676856995,로맨틱,0.9804407358169556
카페라샤워,캐주얼,0.9407377243041992,고프코어,0.9796335697174072
카페라샤워,고프코어,0.9383431673049927,스포티,0.9794966578483582
카페라샤워,시티보이,0.9311456680297852,미니멀,0.978660523891449
카페라샤워,레트로,0.9281875491142273,시티보이,0.9783286452293396
카페라샤워,로맨틱,0.9277200698852539,캐주얼,0.974107563495636
카페라샤워,클래식,0.9130454063415527,레트로,0.9739590287208557
카페라샤워,시크,0.9036645889282227,스트릿,0.9690581560134888
카페라샤워,스포티,0.9018092155456543,클래식,0.966141939163208
카페라샤워,스트릿,0.8994455337524414,시크,0.9652070999145508
카페라샤워,워크웨어,0.8895057439804077,워크웨어,0.9642958641052246
이트앤드링크 성수,미니멀,0.9429645538330078,로맨틱,0.9908251762390137
이트앤드링크 성수,캐주얼,0.9344120621681213,시티보이,0.990005612373352
이트앤드링크 성수,걸리시,0.9323068857192993,고프코어,0.9856241941452026
이트앤드링크 성수,고프코어,0.9296042919158936,레트로,0.9856014251708984
이트앤드링크 성수,시티보이,0.9210382103919983,스포티,0.9822846055030823
이트앤드링크 성수,레트로,0.9175311326980591,미니멀,0.9805856347084045
이트앤드링크 성수,로맨틱,0.916705310344696,스트릿,0.9786521792411804
이트앤드링크 성수,클래식,0.9024081230163574,걸리시,0.9777846336364746
이트앤드링크 성수,시크,0.8926349878311157,클래식,0.9743820428848267
이트앤드링크 성수,스포티,0.8872421383857727,시크,0.9701476097106934
이트앤드링크 성수,스트릿,0.8871558904647827,캐주얼,0.9680991768836975
이트앤드링크 성수,워크웨어,0.8821340799331665,워크웨어,0.9564468264579773
커피사피엔스 성수우림점,미니멀,0.9382637739181519,레트로,0.9903720617294312
커피사피엔스 성수우림점,캐주얼,0.9356734752655029,로맨틱,0.989647388458252
커피사피엔스 성수우림점,걸리시,0.9266818165779114,시티보이,0.9895440340042114
커피사피엔스 성수우림점,고프코어,0.921949028968811,고프코어,0.9881275296211243
커피사피엔스 성수우림점,레트로,0.9118263125419617,미니멀,0.9873912334442139
커피사피엔스 성수우림점,시티보이,0.9116567373275757,스트릿,0.9837737679481506
커피사피엔스 성수우림점,로맨틱,0.9071871638298035,스포티,0.9835469126701355
커피사피엔스 성수우림점,클래식,0.9018553495407104,클래식,0.9833880662918091
커피사피엔스 성수우림점,시크,0.8908683061599731,캐주얼,0.9826749563217163
커피사피엔스 성수우림점,스트릿,0.8807210922241211,시크,0.9813767671585083
커피사피엔스 성수우림점,스포티,0.8786067366600037,걸리시,0.9806932210922241
커피사피엔스 성수우림점,워크웨어,0.8724931478500366,워크웨어,0.9648439884185791
카페수다,미니멀,0.9403004050254822,걸리시,0.9832712411880493
카페수다,캐주얼,0.9330580830574036,미니멀,0.9772064685821533
카페수다,걸리시,0.9295966029167175,로맨틱,0.9766554832458496
카페수다,고프코어,0.9290540814399719,고프코어,0.9749020338058472
카페수다,시티보이,0.920355498790741,시티보이,0.9728387594223022
카페수다,레트로,0.9177370071411133,캐주얼,0.9712421298027039
카페수다,로맨틱,0.9155546426773071,스포티,0.970772922039032
카페수다,클래식,0.9026046395301819,레트로,0.9682539105415344
카페수다,시크,0.8914754390716553,스트릿,0.9641159772872925
카페수다,스포티,0.8889869451522827,워크웨어,0.9614548683166504
카페수다,스트릿,0.8853583931922913,시크,0.9597764015197754
카페수다,워크웨어,0.8756402730941772,클래식,0.9597504138946533
아이오쓰리 에이스하이엔드점,미니멀,0.9289557337760925,미니멀,0.9836065769195557
아이오쓰리 에이스하이엔드점,걸리시,0.921302080154419,고프코어,0.9833239316940308
아이오쓰리 에이스하이엔드점,캐주얼,0.9204993844032288,걸리시,0.9817897081375122
아이오쓰리 에이스하이엔드점,고프코어,0.916626513004303,시티보이,0.9811915755271912
아이오쓰리 에이스하이엔드점,시티보이,0.9052789211273193,캐주얼,0.9808281660079956
아이오쓰리 에이스하이엔드점,레트로,0.9018179178237915,로맨틱,0.9805307388305664
아이오쓰리 에이스하이엔드점,로맨틱,0.9011730551719666,레트로,0.9782191514968872
아이오쓰리 에이스하이엔드점,클래식,0.883001446723938,스포티,0.9731346368789673
아이오쓰리 에이스하이엔드점,시크,0.8725840449333191,스트릿,0.9710171222686768
아이오쓰리 에이스하이엔드점,스포티,0.8724092841148376,클래식,0.9701274037361145
아이오쓰리 에이스하이엔드점,스트릿,0.8670064210891724,시크,0.9676945805549622
아이오쓰리 에이스하이엔드점,워크웨어,0.8635698556900024,워크웨어,0.9622058868408203
어니언 성수,미니멀,0.9356687068939209,로맨틱,0.987043559551239
어니언 성수,걸리시,0.9282858371734619,레트로,0.9863560199737549
어니언 성수,캐주얼,0.927684485912323,고프코어,0.9861459136009216
어니언 성수,고프코어,0.9215406179428101,미니멀,0.9855784773826599
어니언 성수,시티보이,0.9115152955055237,시티보이,0.9853489398956299
어니언 성수,레트로,0.9083413481712341,걸리시,0.9847531318664551
어니언 성수,로맨틱,0.907820999622345,캐주얼,0.9783440232276917
어니언 성수,클래식,0.8923600912094116,클래식,0.9760406017303467
어니언 성수,시크,0.8848743438720703,스포티,0.9756344556808472
어니언 성수,스포티,0.8764787912368774,스트릿,0.9746319055557251
어니언 성수,스트릿,0.8753475546836853,시크,0.971194326877594
어니언 성수,워크웨어,0.8733025193214417,워크웨어,0.9617052674293518
오우드 성수,미니멀,0.9282875061035156,로맨틱,0.9899346232414246
오우드 성수,캐주얼,0.9219948053359985,미니멀,0.9886975288391113
오우드 성수,걸리시,0.9196867942810059,걸리시,0.9874770641326904
오우드 성수,고프코어,0.9119518399238586,시티보이,0.9868056178092957
오우드 성수,시티보이,0.9013099670410156,레트로,0.9860411286354065
오우드 성수,레트로,0.8996424674987793,고프코어,0.9847351312637329
오우드 성수,로맨틱,0.8972411751747131,캐주얼,0.9801244735717773
오우드 성수,클래식,0.885217547416687,시크,0.9797605276107788
오우드 성수,시크,0.8753658533096313,클래식,0.9772534966468811
오우드 성수,스포티,0.8674249053001404,스트릿,0.9770510196685791
오우드 성수,스트릿,0.8672897815704346,스포티,0.9746348857879639
오우드 성수,워크웨어,0.8649978637695312,워크웨어,0.9700533151626587
마를리,미니멀,0.94228196144104,로맨틱,0.990448534488678
마를리,걸리시,0.9322996139526367,고프코어,0.9888545870780945
마를리,고프코어,0.9318366646766663,시티보이,0.9886277914047241
마를리,캐주얼,0.9315118789672852,걸리시,0.9864813685417175
마를리,시티보이,0.9253177642822266,미니멀,0.9860116243362427
마를리,로맨틱,0.9183146953582764,레트로,0.9833376407623291
마를리,레트로,0.9180471301078796,스포티,0.9768531322479248
마를리,클래식,0.9011374115943909,캐주얼,0.974646806716919
마를리,시크,0.8912308812141418,시크,0.9709917902946472
마를리,스트릿,0.8878722190856934,클래식,0.9705776572227478
마를리,스포티,0.8876820206642151,스트릿,0.9701078534126282
마를리,워크웨어,0.8805985450744629,워크웨어,0.9580714106559753
EZER Coffee,미니멀,0.9488004446029663,로맨틱,0.9888489246368408
EZER Coffee,걸리시,0.9421854019165039,시티보이,0.9881874322891235
EZER Coffee,캐주얼,0.938392162322998,레트로,0.9873464107513428
EZER Coffee,고프코어,0.9379948973655701,고프코어,0.9852541089057922
EZER Coffee,시티보이,0.9315882921218872,스포티,0.9812095165252686
EZER Coffee,로맨틱,0.9293736219406128,미니멀,0.9778389930725098
EZER Coffee,레트로,0.9286416172981262,걸리시,0.9771978855133057
EZER Coffee,클래식,0.912449836730957,스트릿,0.9760741591453552
EZER Coffee,시크,0.9037851691246033,클래식,0.9741744995117188
EZER Coffee,스포티,0.9011386036872864,시크,0.9707098603248596
EZER Coffee,스트릿,0.8998034000396729,캐주얼,0.9642077684402466
EZER Coffee,워크웨어,0.8913267850875854,워크웨어,0.9552679061889648
높은산,미니멀,0.9366898536682129,레트로,0.9902071356773376
높은산,캐주얼,0.9302548170089722,클래식,0.9862088561058044
높은산,걸리시,0.9267091155052185,미니멀,0.9853260517120361
높은산,고프코어,0.9191989302635193,로맨틱,0.9849863052368164
높은산,시티보이,0.9103648066520691,시티보이,0.9846535921096802
높은산,레트로,0.9095828533172607,고프코어,0.9825050234794617
높은산,로맨틱,0.9069411754608154,캐주얼,0.9818313121795654
높은산,클래식,0.8957501649856567,시크,0.9811396598815918
높은산,시크,0.8882115483283997,걸리시,0.9793800711631775
높은산,스트릿,0.8786370158195496,스트릿,0.977348268032074
높은산,스포티,0.8777215480804443,스포티,0.9710719585418701
높은산,워크웨어,0.8766939640045166,워크웨어,0.956028938293457
성수동대림창고갤러리,미니멀,0.9324730038642883,레트로,0.9900809526443481
성수동대림창고갤러리,캐주얼,0.9260167479515076,로맨틱,0.9862475991249084
성수동대림창고갤러리,걸리시,0.9225411415100098,시티보이,0.9858430027961731
성수동대림창고갤러리,고프코어,0.916221559047699,미니멀,0.984656572341919
성수동대림창고갤러리,시티보이,0.9070582389831543,고프코어,0.983751654624939
성수동대림창고갤러리,레트로,0.9049173593521118,걸리시,0.9817095994949341
성수동대림창고갤러리,로맨틱,0.9026947021484375,클래식,0.981228232383728
성수동대림창고갤러리,클래식,0.8906876444816589,시크,0.9801651239395142
성수동대림창고갤러리,시크,0.8805083632469177,캐주얼,0.9788106679916382
성수동대림창고갤러리,스트릿,0.8711786866188049,스트릿,0.9734023809432983
성수동대림창고갤러리,스포티,0.8708221316337585,스포티,0.9720426201820374
성수동대림창고갤러리,워크웨어,0.8665879964828491,워크웨어,0.9547368288040161
쇼콜라쏭즈,미니멀,0.9537143111228943,로맨틱,0.9884808659553528
쇼콜라쏭즈,캐주얼,0.9458245038986206,레트로,0.9882604479789734
쇼콜라쏭즈,걸리시,0.9409162998199463,클래식,0.9862391948699951
쇼콜라쏭즈,고프코어,0.9385244250297546,캐주얼,0.9862039685249329
쇼콜라쏭즈,시티보이,0.9324535727500916,미니멀,0.9861918687820435
쇼콜라쏭즈,레트로,0.9320725202560425,시티보이,0.9846711754798889
쇼콜라쏭즈,로맨틱,0.9287756681442261,시크,0.9838962554931641
쇼콜라쏭즈,클래식,0.9189102053642273,스트릿,0.9821687936782837
쇼콜라쏭즈,시크,0.9082882404327393,고프코어,0.9820770025253296
쇼콜라쏭즈,스트릿,0.9031062126159668,걸리시,0.9813087582588196
쇼콜라쏭즈,스포티,0.9002389907836914,스포티,0.9764080047607422
쇼콜라쏭즈,워크웨어,0.89427649974823,워크웨어,0.9674578905105591
프레이커피바 PCB서울,미니멀,0.9211776256561279,로맨틱,0.9865118861198425
프레이커피바 PCB서울,캐주얼,0.9128834009170532,미니멀,0.9864251613616943
프레이커피바 PCB서울,걸리시,0.911837100982666,고프코어,0.986121654510498
프레이커피바 PCB서울,고프코어,0.9073665738105774,레트로,0.9851820468902588
프레이커피바 PCB서울,시티보이,0.8954982757568359,시티보이,0.9851168990135193
프레이커피바 PCB서울,레트로,0.8920155763626099,캐주얼,0.9845365285873413
프레이커피바 PCB서울,로맨틱,0.8911535739898682,걸리시,0.9834496378898621
프레이커피바 PCB서울,클래식,0.8760438561439514,클래식,0.9785598516464233
프레이커피바 PCB서울,시크,0.8662027716636658,스트릿,0.9781297445297241
프레이커피바 PCB서울,스포티,0.8629378080368042,시크,0.9770262837409973
프레이커피바 PCB서울,스트릿,0.8611094951629639,스포티,0.9762789011001587
프레이커피바 PCB서울,워크웨어,0.8588842153549194,워크웨어,0.9661705493927002
커피냅로스터스 성수,미니멀,0.9361792802810669,시티보이,0.9917553663253784
커피냅로스터스 성수,캐주얼,0.928794264793396,레트로,0.9896398782730103
커피냅로스터스 성수,걸리시,0.9246921539306641,로맨틱,0.9889573454856873
커피냅로스터스 성수,고프코어,0.9210031032562256,고프코어,0.98892742395401
커피냅로스터스 성수,시티보이,0.9113421440124512,미니멀,0.984177827835083
커피냅로스터스 성수,레트로,0.9098461866378784,걸리시,0.9820576906204224
커피냅로스터스 성수,로맨틱,0.9072065949440002,클래식,0.9803780317306519
커피냅로스터스 성수,클래식,0.8954536318778992,시크,0.978804349899292
커피냅로스터스 성수,시크,0.8860174417495728,스트릿,0.9785071611404419
커피냅로스터스 성수,스트릿,0.8793151378631592,스포티,0.9763571619987488
커피냅로스터스 성수,스포티,0.8774564266204834,캐주얼,0.9732029438018799
커피냅로스터스 성수,워크웨어,0.8734712600708008,워크웨어,0.9576733112335205
카멜커피 성수점,미니멀,0.945348858833313,레트로,0.9888371229171753
카멜커피 성수점,캐주얼,0.9374233484268188,로맨틱,0.9883705973625183
카멜커피 성수점,걸리시,0.9338767528533936,시티보이,0.9856443405151367
카멜커피 성수점,고프코어,0.9314322471618652,고프코어,0.9827154278755188
카멜커피 성수점,시티보이,0.9229260683059692,미니멀,0.9824352860450745
카멜커피 성수점,레트로,0.9219249486923218,클래식,0.9807677268981934
카멜커피 성수점,로맨틱,0.919037938117981,시크,0.9795936346054077
카멜커피 성수점,클래식,0.9061474800109863,걸리시,0.9793657064437866
카멜커피 성수점,시크,0.8963202238082886,캐주얼,0.9781070351600647
카멜커피 성수점,스포티,0.8918576836585999,스포티,0.977238118648529
카멜커피 성수점,스트릿,0.8915243148803711,스트릿,0.9761074781417847
카멜커피 성수점,워크웨어,0.8842307329177856,워크웨어,0.9557074904441833
카페시벳,미니멀,0.9457094669342041,시티보이,0.9914722442626953
카페시벳,캐주얼,0.9387651681900024,로맨틱,0.9910181760787964
카페시벳,걸리시,0.9346075057983398,고프코어,0.988518238067627
카페시벳,고프코어,0.9289435148239136,레트로,0.9882879853248596
카페시벳,레트로,0.92257159948349,미니멀,0.9855884313583374
카페시벳,시티보이,0.9216115474700928,스포티,0.9819502830505371
카페시벳,로맨틱,0.9193426966667175,걸리시,0.9816765785217285
카페시벳,클래식,0.9096180200576782,스트릿,0.9803744554519653
카페시벳,시크,0.9017496109008789,클래식,0.97920823097229
카페시벳,스트릿,0.8937326669692993,시크,0.97784423828125
카페시벳,스포티,0.891309916973114,캐주얼,0.9747910499572754
카페시벳,워크웨어,0.8857229948043823,워크웨어,0.9647752046585083
원스카페,미니멀,0.9332923889160156,레트로,0.990585446357727
원스카페,캐주얼,0.9281108379364014,클래식,0.9878339767456055
원스카페,걸리시,0.9226977825164795,로맨틱,0.9861664175987244
원스카페,고프코어,0.9157779216766357,시티보이,0.9834824800491333
원스카페,레트로,0.9042111039161682,고프코어,0.9833892583847046
원스카페,시티보이,0.904094934463501,미니멀,0.9828632473945618
원스카페,로맨틱,0.9012236595153809,시크,0.982353687286377
원스카페,클래식,0.8926446437835693,캐주얼,0.9819575548171997
원스카페,시크,0.8815821409225464,스트릿,0.9819456934928894
원스카페,스트릿,0.8718775510787964,스포티,0.9792360663414001
원스카페,스포티,0.870093584060669,걸리시,0.9750651717185974
원스카페,워크웨어,0.8655326962471008,워크웨어,0.9606207609176636
스프레이하우스,미니멀,0.9293249845504761,로맨틱,0.9874585866928101
스프레이하우스,걸리시,0.9208248853683472,고프코어,0.9868627786636353
스프레이하우스,캐주얼,0.9184930920600891,시티보이,0.9867790937423706
스프레이하우스,고프코어,0.9172446727752686,걸리시,0.9852159023284912
스프레이하우스,시티보이,0.9082134366035461,미니멀,0.9824236631393433
스프레이하우스,레트로,0.9015922546386719,레트로,0.9810465574264526
스프레이하우스,로맨틱,0.9015048146247864,스포티,0.9771506786346436
스프레이하우스,클래식,0.8827623128890991,캐주얼,0.9706205129623413
스프레이하우스,시크,0.873242974281311,스트릿,0.967380702495575
스프레이하우스,스포티,0.8710575699806213,클래식,0.9644402861595154
스프레이하우스,스트릿,0.8689458966255188,시크,0.9631530046463013
스프레이하우스,워크웨어,0.8661686182022095,워크웨어,0.9545848369598389
아쿠아산타 성수카페,미니멀,0.9455671906471252,걸리시,0.9872379302978516
아쿠아산타 성수카페,걸리시,0.9374700784683228,미니멀,0.985329270362854
아쿠아산타 성수카페,캐주얼,0.9365712404251099,캐주얼,0.9838719367980957
아쿠아산타 성수카페,고프코어,0.9328429698944092,고프코어,0.9833884239196777
아쿠아산타 성수카페,시티보이,0.926514744758606,로맨틱,0.9802036285400391
아쿠아산타 성수카페,로맨틱,0.9243564009666443,시티보이,0.980114221572876
아쿠아산타 성수카페,레트로,0.9240648746490479,레트로,0.977814793586731
아쿠아산타 성수카페,클래식,0.9084740281105042,클래식,0.9695487022399902
아쿠아산타 성수카페,스포티,0.8997272253036499,시크,0.9681649208068848
아쿠아산타 성수카페,시크,0.8993209600448608,스포티,0.9679638743400574
아쿠아산타 성수카페,스트릿,0.8963778018951416,스트릿,0.9652035236358643
아쿠아산타 성수카페,워크웨어,0.8885411024093628,워크웨어,0.9554352760314941
파티세리 후르츠,미니멀,0.9450569748878479,시티보이,0.9908565878868103
파티세리 후르츠,캐주얼,0.9369480609893799,로맨틱,0.9890261888504028
파티세리 후르츠,걸리시,0.934932291507721,고프코어,0.9879474639892578
파티세리 후르츠,고프코어,0.9309494495391846,미니멀,0.9845578670501709
파티세리 후르츠,시티보이,0.9243953227996826,레트로,0.9845378398895264
파티세리 후르츠,레트로,0.9207992553710938,걸리시,0.9825835227966309
파티세리 후르츠,로맨틱,0.9199256300926208,스포티,0.9788807034492493
파티세리 후르츠,클래식,0.9071093201637268,스트릿,0.9733679294586182
파티세리 후르츠,시크,0.8971006274223328,캐주얼,0.9702063798904419
파티세리 후르츠,스트릿,0.8913255333900452,클래식,0.9701699614524841
파티세리 후르츠,스포티,0.8910736441612244,시크,0.9675047397613525
파티세리 후르츠,워크웨어,0.8834404945373535,워크웨어,0.9582412838935852
니드인,미니멀,0.9491257071495056,로맨틱,0.9883646965026855
니드인,캐주얼,0.9417315721511841,시티보이,0.9879903793334961
니드인,걸리시,0.9389408230781555,레트로,0.9875573515892029
니드인,고프코어,0.9380223155021667,고프코어,0.9865257143974304
니드인,시티보이,0.9291828870773315,미니멀,0.9837650656700134
니드인,레트로,0.928249716758728,스포티,0.9813607335090637
니드인,로맨틱,0.9254405498504639,걸리시,0.9801334142684937
니드인,클래식,0.9133294820785522,클래식,0.9797494411468506
니드인,시크,0.9022620916366577,스트릿,0.9793610572814941
니드인,스포티,0.9010668992996216,시크,0.9762022495269775
니드인,스트릿,0.898276686668396,캐주얼,0.9757517576217651
니드인,워크웨어,0.8868728280067444,워크웨어,0.9570855498313904
예셰숄,미니멀,0.9369970560073853,걸리시,0.9856257438659668
예셰숄,캐주얼,0.9283430576324463,미니멀,0.9805474281311035
예셰숄,걸리시,0.9261144399642944,캐주얼,0.9804898500442505
예셰숄,고프코어,0.922725260257721,고프코어,0.9756627678871155
예셰숄,시티보이,0.9138531684875488,로맨틱,0.9709563255310059
예셰숄,레트로,0.9105057120323181,시티보이,0.9681705236434937
예셰숄,로맨틱,0.9096735119819641,레트로,0.9663282036781311
예셰숄,클래식,0.8957451581954956,시크,0.9654906988143921
예셰숄,시크,0.884141743183136,클래식,0.9622300863265991
예셰숄,스포티,0.882644772529602,스포티,0.9587376713752747
예셰숄,스트릿,0.8818157315254211,워크웨어,0.9578548669815063
예셰숄,워크웨어,0.8762362599372864,스트릿,0.9559856057167053
기와르,미니멀,0.9382650852203369,로맨틱,0.9911752939224243
기와르,걸리시,0.9299571514129639,시티보이,0.989013135433197
기와르,고프코어,0.9275662899017334,레트로,0.9874019026756287
기와르,캐주얼,0.9268286824226379,고프코어,0.985322117805481
기와르,시티보이,0.9185552000999451,스포티,0.9803997278213501
기와르,로맨틱,0.9146558046340942,미니멀,0.9802562594413757
기와르,레트로,0.913636326789856,걸리시,0.978638768196106
