,스타일,유사한 스타일,유사도
0,캐주얼,"['카멜커피 성수점', '유니드카페', 'Pauline CoffeeBar', 'BNHR 성수', '쎈느Scene', '업사이드커피', '키쿠키앤커피 성수', '커피식구성수센터 성수', '로우키', '도렐 성수점', 'EZER Coffee', '카페메이 성수', '어니언 성수', '커피코코 성수', '스테치 성수', '앙골로에스프레소', '오우드 성수', '하루앤원데이', '예셰숄', '피어커피', '높은산', '구테로이테 성수센트럴키친', '기와르', '예빈당', '성수동대림창고갤러리', '오푸', '어페어커피 성수', '카페시벳', '카페크라비 성수', '누와', '아쿠아산타 성수카페', '라에비뉴', '에이투비 Cafe&Bar 성수', '어퍼룸 성수', '이트앤드링크 성수', '턴온 성수', '파티세리 후르츠', '럭럭카페 성수', '오프커피 성수', '카페 스트랏', '어피스앤드피스', '치카치카 성수', '어커 성수', '훔볼트', '글리터', '프레이커피바 PCB서울', '누데이크 성수', '젤라또투유', '마를리', '커피냅로스터스 성수', '봄의정원 성수점', '퓨엘커피', '굴림', '베러초이스', '그레이덕', '성수동 리얼 로스팅 커피&디저트', '온유 성수', '라스베이글 성수점', '호두이즈월넛 HODOOISWALNUT', '마이쥬스 성수낙낙점', '리브릭', '카페소림', '로우커피스탠드 성수', '브루잉 세레모니', '앤드밀 성수점', '유스트레스 성수', '와이덴 성수', '모센즈스위트 성수점', '아이오쓰리 에이스하이엔드점', '쇼콜라쏭즈', '크레송 성수', '레이더 성수', '베티버 성수', '스프레이하우스', '단과자 성수', '삼옥', '러프러프', '커피사피엔스 성수우림점', '창창커피', '브로벨커피', '나드에프앤비', '야페']","[0.22386301011114068, 0.2216381462181459, 0.1998595492695688, 0.19588993661050366, 0.1791252208526088, 0.15367797449379098, 0.14903404940881954, 0.14292069162457247, 0.13945072254585633, 0.12148339390936697, 0.10303369256673003, 0.09955787092484975, 0.09306951852201105, 0.09246431042958295, 0.08681005593373631, 0.08144914502284847, 0.07830790227163, 0.07801934717042044, 0.061235631802009215, 0.05364917123322155, 0.053410270428504075, 0.05120625906835294, 0.05097221668868434, 0.04968925784939986, 0.04605050587899668, 0.04524103283480839, 0.045115911304759594, 0.04075726227756173, 0.03896104814697506, 0.03863474897748232, 0.03735348276473389, 0.03627336346306397, 0.03590693669534714, 0.0358621103926987, 0.03571869405363271, 0.033464908326441334, 0.032476398491242335, 0.028499250062111067, 0.02694059032240701, 0.026643204412722818, 0.026052386765847747, 0.02504260870674818, 0.024105663664920323, 0.023893658827932374, 0.02367884634950318, 0.023373407366836265, 0.02184822414898054, 0.021031017221562295, 0.020705226270623732, 0.019369123337448387, 0.018461090092755737, 0.01712055978507912, 0.01634469563774922, 0.01609213603109468, 0.015424306116518023, 0.01521424535956296, 0.015140827658628845, 0.0149832136040384, 0.014737154022624047, 0.01336755928868335, 0.013011526630894811, 0.012215474243416676, 0.011960528991227624, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,미니멀,"['쎈느Scene', '하루앤원데이', '도렐 성수점', '업사이드커피', 'Pauline CoffeeBar', '카멜커피 성수점', '로우키', '유니드카페', '커피식구성수센터 성수', 'EZER Coffee', '키쿠키앤커피 성수', 'BNHR 성수', '예빈당', '리브릭', '피어커피', '라에비뉴', '예셰숄', '아이오쓰리 에이스하이엔드점', '성수동대림창고갤러리', '럭럭카페 성수', '치카치카 성수', '카페크라비 성수', '카페시벳', '카페 스트랏', '라스베이글 성수점', '오우드 성수', '스테치 성수', '어피스앤드피스', '어퍼룸 성수', '베티버 성수', '봄의정원 성수점', '구테로이테 성수센트럴키친', '브루잉 세레모니', '기와르', '브로벨커피', '성수동 리얼 로스팅 커피&디저트', '오프커피 성수', '턴온 성수', '어니언 성수', '누와', '와이덴 성수', '카페소림', '굴림', '어커 성수', '오푸', '어페어커피 성수', '카페메이 성수', '커피사피엔스 성수우림점', '높은산', '이트앤드링크 성수', '앙골로에스프레소', '아쿠아산타 성수카페', '누데이크 성수', '퓨엘커피', '베러초이스', '크레송 성수', '훔볼트', '프레이커피바 PCB서울', '러프러프', '젤라또투유', '야페', '창창커피', '온유 성수', '호두이즈월넛 HODOOISWALNUT', '에이투비 Cafe&Bar 성수', '커피냅로스터스 성수', '로우커피스탠드 성수', '레이더 성수', '커피코코 성수', '앤드밀 성수점', '스프레이하우스', '유스트레스 성수', '글리터', '그레이덕', '마를리', '삼옥', '단과자 성수', '마이쥬스 성수낙낙점', '쇼콜라쏭즈', '파티세리 후르츠', '나드에프앤비', '모센즈스위트 성수점']","[0.28873594378475775, 0.18504161618537462, 0.14714401085732162, 0.12151585070770095, 0.12049996808983983, 0.11880998718982164, 0.11855021458490302, 0.11673613055299083, 0.11202754997461606, 0.10387335706628828, 0.09849288474863753, 0.09771749346843941, 0.09716091388286267, 0.09585731179154794, 0.09185747507777842, 0.08703702015678214, 0.0783337463267757, 0.07499357179605648, 0.07284200403479592, 0.07168511954688034, 0.07128367891723067, 0.06943625490634157, 0.06788205763276578, 0.06595017743540049, 0.06459202249460987, 0.06444861847849127, 0.06020515344648773, 0.05833663497716703, 0.05739779171305273, 0.0564215236135189, 0.0544914611431424, 0.05014345104596553, 0.044851775396431336, 0.04276141738530307, 0.04188941716045094, 0.04082140846397492, 0.03795690215362799, 0.03726107164354945, 0.03649575685659138, 0.03429020017666958, 0.033723414574599944, 0.031499705650844166, 0.0288409717968918, 0.02687837459729732, 0.026442225354304728, 0.0263690950235648, 0.02607769118642205, 0.02576862718161002, 0.025702372995988494, 0.02440534605441402, 0.023464033942473563, 0.021832154288778504, 0.01990418268886599, 0.017230758121664105, 0.01619571480684659, 0.0155153095245347, 0.015195673066040848, 0.014864808246555575, 0.01305516549110944, 0.012881161554413594, 0.00945645601016775, 0.008805250347731892, 0.008031064879883289, 0.00781694652161736, 0.007374935400597678, 0.0064920871389068605, 0.006344156772138629, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2,걸리시,"['이트앤드링크 성수', '스프레이하우스', '쇼콜라쏭즈', '예빈당', '아쿠아산타 성수카페', '아이오쓰리 에이스하이엔드점', '커피식구성수센터 성수', '파티세리 후르츠', '치카치카 성수', '앙골로에스프레소', '마를리', '삼옥', '턴온 성수', '어피스앤드피스', '나드에프앤비', '오프커피 성수', 'Pauline CoffeeBar', '하루앤원데이', '쎈느Scene', '리브릭', '구테로이테 성수센트럴키친', '커피냅로스터스 성수', '업사이드커피', '오푸', '높은산', '라스베이글 성수점', '글리터', '누와', '에이투비 Cafe&Bar 성수', '앤드밀 성수점', '모센즈스위트 성수점', '라에비뉴', '럭럭카페 성수', '브로벨커피', '누데이크 성수', '브루잉 세레모니', '굴림', '카페시벳', '단과자 성수', '베러초이스', '온유 성수', '어페어커피 성수', '봄의정원 성수점', 'BNHR 성수', '훔볼트', '프레이커피바 PCB서울', '성수동대림창고갤러리', '마이쥬스 성수낙낙점', '어퍼룸 성수', '야페', '스테치 성수', '퓨엘커피', '로우커피스탠드 성수', '성수동 리얼 로스팅 커피&디저트', '호두이즈월넛 HODOOISWALNUT', 'EZER Coffee', '유스트레스 성수', '예셰숄', '어커 성수', '커피코코 성수', '러프러프', '오우드 성수', '카멜커피 성수점', '카페소림', '그레이덕', '창창커피', '기와르', '카페 스트랏', '피어커피', '크레송 성수', '카페크라비 성수', '로우키', '레이더 성수', '베티버 성수', '카페메이 성수', '와이덴 성수', '젤라또투유', '어니언 성수', '도렐 성수점', '유니드카페', '커피사피엔스 성수우림점', '키쿠키앤커피 성수']","[0.18924679182418036, 0.16695749997452278, 0.14226329708114108, 0.1384659324360613, 0.1173337158119292, 0.11672182137608574, 0.10469415590611364, 0.08854994264117057, 0.08074426031563332, 0.07660343422548652, 0.0733118215453553, 0.0704471508672596, 0.0694275338634627, 0.060469731405434074, 0.05940006001053714, 0.05668894866320931, 0.05527402793603128, 0.048864479247296456, 0.045760710271683026, 0.04478474572795279, 0.04478039247813668, 0.042127208285983195, 0.039286833018152306, 0.03337627117868839, 0.032789173755312886, 0.032384153324085334, 0.03233992236119315, 0.032334192317262055, 0.030051231788972985, 0.03001027165460629, 0.027176415080080233, 0.02676043272325258, 0.02385159103643003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3,클래식,"['굴림', '쇼콜라쏭즈', '단과자 성수', '유니드카페', '업사이드커피', '키쿠키앤커피 성수', '쎈느Scene', '라에비뉴', '어커 성수', '커피냅로스터스 성수', '어페어커피 성수', '기와르', '럭럭카페 성수', '크레송 성수', '카페소림', '성수동대림창고갤러리', '젤라또투유', '브루잉 세레모니', '마이쥬스 성수낙낙점', '높은산', '로우키', '커피코코 성수', '도렐 성수점', '커피식구성수센터 성수', '카멜커피 성수점', '삼옥', '턴온 성수', '하루앤원데이', '앤드밀 성수점', '나드에프앤비', '누와', '카페 스트랏', 'Pauline CoffeeBar', '훔볼트', '예빈당', '이트앤드링크 성수', '아쿠아산타 성수카페', 'BNHR 성수', '리브릭', '구테로이테 성수센트럴키친', '치카치카 성수', '브로벨커피', '피어커피', '어피스앤드피스', '스테치 성수', '어니언 성수', 'EZER Coffee', '봄의정원 성수점', '온유 성수', '카페메이 성수', '야페', '에이투비 Cafe&Bar 성수', '어퍼룸 성수', '창창커피', '파티세리 후르츠', '와이덴 성수', '카페시벳', '예셰숄', '오푸', '오프커피 성수', '앙골로에스프레소', '누데이크 성수', '베러초이스', '프레이커피바 PCB서울', '로우커피스탠드 성수', '유스트레스 성수', '퓨엘커피', '커피사피엔스 성수우림점', '러프러프', '오우드 성수', '스프레이하우스', '글리터', '마를리', '그레이덕', '모센즈스위트 성수점', '라스베이글 성수점', '성수동 리얼 로스팅 커피&디저트', '호두이즈월넛 HODOOISWALNUT', '카페크라비 성수', '레이더 성수', '베티버 성수', '아이오쓰리 에이스하이엔드점']","[0.19763236226652064, 0.14442815867854703, 0.13797817264809886, 0.13378605448912026, 0.12851854093674372, 0.12356312631448357, 0.12245120104404981, 0.12082685024316321, 0.1151246958041056, 0.11317913629919937, 0.09545052128834529, 0.09363320367837899, 0.09135953194399699, 0.08521289486977025, 0.0843078798940298, 0.08091705681539255, 0.07980085420072289, 0.07952514858462398, 0.07892789501062222, 0.07534261830134913, 0.07294763455437411, 0.07251794055078385, 0.07019230036102038, 0.06967794310166, 0.0695497962389428, 0.0684353299132522, 0.06727091448768406, 0.061665229667497885, 0.06064326405028481, 0.05948434337094932, 0.056533124743688316, 0.05627688721605297, 0.05498852489392617, 0.054807527267061895, 0.0542406030119986, 0.05226614485815782, 0.047438353840942075, 0.045540467333150945, 0.0451324684971879, 0.04474506443157392, 0.04262335483449872, 0.04163295889059613, 0.041177777700864476, 0.04027411290428911, 0.03854115833448829, 0.033008675123519175, 0.030337750767440136, 0.02990944817295445, 0.029761645644980867, 0.029096979344583034, 0.024549445979827233, 0.02314078943100237, 0.023111900416064705, 0.02285888260021256, 0.022194296185396173, 0.022085094442315076, 0.021731923003039354, 0.02098649741909455, 0.02036442804913592, 0.018411137589229836, 0.018310762660648718, 0.014931026234887478, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
4,시크,"['럭럭카페 성수', '예셰숄', '업사이드커피', '어페어커피 성수', '카페 스트랏', '성수동 리얼 로스팅 커피&디저트', '성수동대림창고갤러리', '커피냅로스터스 성수', '도렐 성수점', '창창커피', '누와', '어커 성수', '브로벨커피', '마를리', '카페시벳', '키쿠키앤커피 성수', 'BNHR 성수', '쎈느Scene', '피어커피', '리브릭', '커피식구성수센터 성수', '로우키', '유니드카페', '치카치카 성수', '크레송 성수', '야페', '아이오쓰리 에이스하이엔드점', '기와르', '봄의정원 성수점', '마이쥬스 성수낙낙점', '브루잉 세레모니', '구테로이테 성수센트럴키친', 'Pauline CoffeeBar', '카멜커피 성수점', '아쿠아산타 성수카페', '삼옥', '호두이즈월넛 HODOOISWALNUT', '높은산', '와이덴 성수', '스테치 성수', '카페소림', '턴온 성수', '러프러프', '누데이크 성수', '단과자 성수', '앙골로에스프레소', '온유 성수', '훔볼트', '젤라또투유', '앤드밀 성수점', '모센즈스위트 성수점', '라에비뉴', '굴림', '오푸', '카페메이 성수', '베티버 성수', '레이더 성수', '어퍼룸 성수', '프레이커피바 PCB서울', '이트앤드링크 성수', '에이투비 Cafe&Bar 성수', '오우드 성수', '어니언 성수', '하루앤원데이', '카페크라비 성수', 'EZER Coffee', '라스베이글 성수점', '로우커피스탠드 성수', '유스트레스 성수', '글리터', '그레이덕', '쇼콜라쏭즈', '베러초이스', '커피코코 성수', '나드에프앤비', '커피사피엔스 성수우림점', '퓨엘커피', '오프커피 성수', '어피스앤드피스', '파티세리 후르츠', '예빈당', '스프레이하우스']","[0.1990005510811499, 0.19274387520875907, 0.16079130091812976, 0.15267573241572083, 0.14958958623541707, 0.14341985067435958, 0.12753034065249533, 0.12736347240351376, 0.12101951719141413, 0.11937351877615929, 0.11825524469587936, 0.1092608538408304, 0.10643523078830022, 0.10037700557090284, 0.09617889619061118, 0.09536401242616141, 0.09404263470248894, 0.08532850828404677, 0.08460570600203834, 0.08221013075194408, 0.08214349608614423, 0.08104640163523374, 0.07789357102674373, 0.07780921221286251, 0.07555404141370171, 0.07310420639261207, 0.07161463069690337, 0.07082175778199741, 0.07075771728658421, 0.06551425402580241, 0.0648973337734224, 0.06466423782059877, 0.0632101536738479, 0.06301386573124512, 0.06248740799175236, 0.05750960662487314, 0.04978321187649921, 0.048458177717516884, 0.04817505231297649, 0.042224813683106995, 0.04126478840475947, 0.03905593325288841, 0.03902979528749504, 0.036999048179096265, 0.0349656123527999, 0.034555455312053215, 0.03246010198444338, 0.03236933516968718, 0.031008841697329082, 0.029767517288170967, 0.027581366348499222, 0.026543966442439313, 0.02454746127567466, 0.024252505225703765, 0.02419954040788295, 0.024148184460875497, 0.022551986358115776, 0.021809140825225892, 0.021243584672546712, 0.020772160224321275, 0.019998140649501988, 0.019146924790251152, 0.018743566965338247, 0.018073541623846234, 0.017546151283559432, 0.016901773936607852, 0.01643335211957856, 0.013118119359674284, 0.013029484150688761, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5,고프코어,"['도렐 성수점', '굴림', '피어커피', '카페시벳', '와이덴 성수', '로우키', '어페어커피 성수', '높은산', '어피스앤드피스', '기와르', '삼옥', 'Pauline CoffeeBar', '유스트레스 성수', '키쿠키앤커피 성수', '카페 스트랏', '베티버 성수', '예셰숄', '어커 성수', '오프커피 성수', '에이투비 Cafe&Bar 성수', '어니언 성수', '로우커피스탠드 성수', '카멜커피 성수점', '성수동대림창고갤러리', '스테치 성수', '업사이드커피', '쎈느Scene', '하루앤원데이', '커피냅로스터스 성수', '파티세리 후르츠', '브로벨커피', '나드에프앤비', '베러초이스', '앙골로에스프레소', '단과자 성수', '예빈당', '호두이즈월넛 HODOOISWALNUT', '훔볼트', '성수동 리얼 로스팅 커피&디저트', '어퍼룸 성수', '마이쥬스 성수낙낙점', '누데이크 성수', '온유 성수', '마를리', '프레이커피바 PCB서울', 'BNHR 성수', '봄의정원 성수점', '리브릭', '럭럭카페 성수', '누와', '브루잉 세레모니', '턴온 성수', '구테로이테 성수센트럴키친', '라스베이글 성수점', '앤드밀 성수점', '모센즈스위트 성수점', '젤라또투유', '아이오쓰리 에이스하이엔드점', '라에비뉴', '창창커피', '쇼콜라쏭즈', '크레송 성수', '카페크라비 성수', '그레이덕', '레이더 성수', '카페소림', '카페메이 성수', '글리터', '커피식구성수센터 성수', 'EZER Coffee', '스프레이하우스', '치카치카 성수', '오푸', '오우드 성수', '유니드카페', '커피사피엔스 성수우림점', '퓨엘커피', '러프러프', '커피코코 성수', '이트앤드링크 성수', '아쿠아산타 성수카페', '야페']","[0.22494947177276547, 0.1684480269804257, 0.16121544031284885, 0.12644930758948048, 0.12029026605097975, 0.0771128056213974, 0.07268520532091828, 0.07259604285462899, 0.07029053385457855, 0.06850008823325941, 0.06545729409000745, 0.057337000791902064, 0.056071812028040076, 0.05475851391403558, 0.03861682346477346, 0.03526771719693548, 0.03495766268640219, 0.034938896381582055, 0.032022694952874256, 0.031891425701324576, 0.029890732530065103, 0.027434030719756204, 0.02732173338172656, 0.025076688581433738, 0.023230404713728274, 0.022192513692201835, 0.020912601443794396, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
6,스트릿,"['브로벨커피', '누와', '삼옥', '굴림', '야페', '스테치 성수', '어피스앤드피스', '도렐 성수점', '오프커피 성수', '레이더 성수', '턴온 성수', '커피냅로스터스 성수', '카멜커피 성수점', '높은산', '카페시벳', '오푸', 'BNHR 성수', '쎈느Scene', '어니언 성수', '하루앤원데이', '누데이크 성수', '키쿠키앤커피 성수', '성수동대림창고갤러리', '로우키', '커피사피엔스 성수우림점', '그레이덕', '어페어커피 성수', '피어커피', '예셰숄', '커피식구성수센터 성수', '프레이커피바 PCB서울', '브루잉 세레모니', '에이투비 Cafe&Bar 성수', '오우드 성수', '리브릭', '러프러프', '젤라또투유', 'Pauline CoffeeBar', '유니드카페', '봄의정원 성수점', '예빈당', '업사이드커피', '글리터', '치카치카 성수', '라에비뉴', '훔볼트', 'EZER Coffee', '어퍼룸 성수', '아이오쓰리 에이스하이엔드점', '마이쥬스 성수낙낙점', '온유 성수', '마를리', '모센즈스위트 성수점', '호두이즈월넛 HODOOISWALNUT', '카페소림', '카페 스트랏', '럭럭카페 성수', '성수동 리얼 로스팅 커피&디저트', '기와르', '구테로이테 성수센트럴키친', '로우커피스탠드 성수', '쇼콜라쏭즈', '단과자 성수', '앙골로에스프레소', '아쿠아산타 성수카페', '어커 성수', '이트앤드링크 성수', '와이덴 성수', '카페메이 성수', '퓨엘커피', '베티버 성수', '커피코코 성수', '창창커피', '베러초이스', '카페크라비 성수', '앤드밀 성수점', '크레송 성수', '라스베이글 성수점', '파티세리 후르츠', '유스트레스 성수', '나드에프앤비', '스프레이하우스']","[0.17066861704588066, 0.14375761894537495, 0.1208138408330444, 0.11764015152911683, 0.1133376975240663, 0.10969689062435949, 0.09717125065852579, 0.09713737224143813, 0.08875404250040383, 0.08637727141386517, 0.07826235007891215, 0.07780908700449336, 0.06329892685460023, 0.05836562610141466, 0.0567212303478973, 0.055500197883702626, 0.05010077439471261, 0.048450265238862984, 0.045573988765693296, 0.04372894454013797, 0.043004108545284976, 0.042156890666879485, 0.03823408217050348, 0.03317921535585699, 0.027540059132096537, 0.02591772553203434, 0.025876093570924432, 0.025666894115686106, 0.025609105278050565, 0.02535396689941692, 0.02481784891474635, 0.0245491034474237, 0.02336285711029623, 0.022368422935727574, 0.0218634908711482, 0.021796522319111715, 0.021506010437635593, 0.020008874802378496, 0.019704472243590773, 0.018878040564670455, 0.018662757392235295, 0.0175789425025285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
7,워크웨어,"['오우드 성수', '창창커피', '피어커피', '카페 스트랏', '커피식구성수센터 성수', '굴림', '와이덴 성수', '턴온 성수', '쇼콜라쏭즈', 'EZER Coffee', '라스베이글 성수점', '어피스앤드피스', '기와르', '성수동 리얼 로스팅 커피&디저트', '삼옥', '카페소림', '커피냅로스터스 성수', '업사이드커피', 'Pauline CoffeeBar', '높은산', '스프레이하우스', '스테치 성수', '훔볼트', '커피코코 성수', '로우커피스탠드 성수', '단과자 성수', '라에비뉴', '하루앤원데이', '어페어커피 성수', '베티버 성수', '예셰숄', '브로벨커피', '브루잉 세레모니', '오프커피 성수', '에이투비 Cafe&Bar 성수', '어니언 성수', '리브릭', '아쿠아산타 성수카페', '누데이크 성수', '카멜커피 성수점', '구테로이테 성수센트럴키친', '성수동대림창고갤러리', '로우키', 'BNHR 성수', '쎈느Scene', '어퍼룸 성수', '마이쥬스 성수낙낙점', '예빈당', '온유 성수', '앙골로에스프레소', '마를리', '프레이커피바 PCB서울', '봄의정원 성수점', '베러초이스', '럭럭카페 성수', '나드에프앤비', '누와', '야페', '파티세리 후르츠', '앤드밀 성수점', '호두이즈월넛 HODOOISWALNUT', '유스트레스 성수', '이트앤드링크 성수', '어커 성수', '러프러프', '글리터', '그레이덕', '모센즈스위트 성수점', '아이오쓰리 에이스하이엔드점', '크레송 성수', '카페크라비 성수', '레이더 성수', '카페메이 성수', '젤라또투유', '치카치카 성수', '오푸', '도렐 성수점', '유니드카페', '커피사피엔스 성수우림점', '퓨엘커피', '카페시벳', '키쿠키앤커피 성수']","[0.22853238162307998, 0.19271418562549772, 0.15008034896426373, 0.11151095961416915, 0.09678229725935769, 0.08733607851411034, 0.08648450684378363, 0.0835850514660598, 0.07810918501257426, 0.07453886607791484, 0.07324561050355229, 0.07280059265250607, 0.07094621062983167, 0.0681874862758519, 0.06779475900753204, 0.06586977685003778, 0.06539998851371302, 0.060148787396203884, 0.059384491903325974, 0.05600492310574036, 0.05529186968264944, 0.054612669212661204, 0.054483089454101845, 0.05447352029160793, 0.05360492007108592, 0.048163515126917, 0.04467800436953105, 0.04342519010274294, 0.0267162938871258, 0.02667514979787787, 0.026440636447671532, 0.026226432841183457, 0.025346216211854348, 0.024220739324571125, 0.024121452293051904, 0.022608204646629947, 0.022573401425956426, 0.02211961577167651, 0.02133334634447374, 0.02066511213712934, 0.019132727606374543, 0.018967046282275492, 0.016459443447804836, 0.01635632975898566, 0.015817490342839816, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
8,스포티,"['베러초이스', 'EZER Coffee', '마이쥬스 성수낙낙점', '카페메이 성수', '유니드카페', '야페', '피어커피', '나드에프앤비', '커피식구성수센터 성수', '크레송 성수', '카페 스트랏', '오프커피 성수', '커피사피엔스 성수우림점', '라스베이글 성수점', '단과자 성수', '기와르', '누와', '커피냅로스터스 성수', '오우드 성수', '턴온 성수', '젤라또투유', '에이투비 Cafe&Bar 성수', 'Pauline CoffeeBar', '퓨엘커피', '스테치 성수', '성수동대림창고갤러리', '굴림', '브루잉 세레모니', '카페시벳', '앤드밀 성수점', '누데이크 성수', '마를리', '파티세리 후르츠', '온유 성수', '럭럭카페 성수', '리브릭', '봄의정원 성수점', '앙골로에스프레소', 'BNHR 성수', '예빈당', '어페어커피 성수', '훔볼트', '어피스앤드피스', '어퍼룸 성수', '프레이커피바 PCB서울', '브로벨커피', '쎈느Scene', '도렐 성수점', '아쿠아산타 성수카페', '스프레이하우스', '러프러프', '커피코코 성수', '어커 성수', '이트앤드링크 성수', '예셰숄', '업사이드커피', '카멜커피 성수점', '유스트레스 성수', '삼옥', '호두이즈월넛 HODOOISWALNUT', '성수동 리얼 로스팅 커피&디저트', '구테로이테 성수센트럴키친', '로우커피스탠드 성수', '높은산', '글리터', '오푸', '카페크라비 성수', '치카치카 성수', '어니언 성수', '와이덴 성수', '베티버 성수', '레이더 성수', '로우키', '쇼콜라쏭즈', '카페소림', '라에비뉴', '아이오쓰리 에이스하이엔드점', '모센즈스위트 성수점', '하루앤원데이', '창창커피', '그레이덕', '키쿠키앤커피 성수']","[0.18465293040205358, 0.13324468214089488, 0.12631457992024275, 0.11970484607456072, 0.11134633969526114, 0.08631489546613655, 0.08287201010146647, 0.079365714668613, 0.07570877896334174, 0.07463712104201059, 0.07389566253237087, 0.06759265511806159, 0.06595274612097136, 0.0657637551870326, 0.06462057613042284, 0.06369923324049052, 0.06019961398756945, 0.05925727589165348, 0.058428636018606636, 0.0583490763501039, 0.05730799722310676, 0.05594921115692601, 0.04431558131483466, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
